Gender,Age,Relationship_Status,Budget,Occasion,Preference,Relationship_Length,Personal_Interest,Past_Gift_Item,Past_Gift_Reaction,Recent_Purchase_1,Recent_Purchase_2,Recent_Purchase_3,Best_Gift
Female,30,Single,High,Just Because,Adventurous,<6 months,Fashion,Chocolates,Liked it,Earrings,Necklace,Hat,Fashion Accessory
Male,22,Engaged,High,Just Because,Sentimental,<6 months,Sports,Tech Gadget,Liked it,Phone Charger,Smart Speaker,Processor Chip,Fashion Accessory
Male,52,Single,Medium,Valentine's Day,Romantic,3-5 years,Technology,Tech Gadget,Liked it,Smart Speaker,Processor Chip,Headphones,Fashion Accessory
Male,37,Single,Very High,Anniversary,Romantic,<6 months,Sports,Personalized Gift,Liked it,Headphones,Phone Charger,Smart Speaker,Subscription Service
Other,48,Engaged,Very High,Just Because,Adventurous,3-5 years,Music,Fashion Accessory,Loved it,Magazine Sub,Streaming Sub,Meal Kit Sub,Personalized Gift
Female,34,Engaged,Very High,Valentine's Day,Romantic,6-12 months,Music,Fashion Accessory,Disliked it,Streaming Sub,Meal Kit Sub,Gym Membership,Personalized Gift
Female,24,Married,Very High,Just Because,Romantic,3-5 years,Art,Fashion Accessory,Liked it,Earrings,Necklace,Hat,Personalized Gift
Male,35,Dating,Low,Anniversary,Surprise,5+ years,Sports,Flowers,Liked it,Headphones,Phone Charger,Smart Speaker,Fashion Accessory
Male,54,Single,High,Birthday,Adventurous,<6 months,Sports,Personalized Gift,Disliked it,Headphones,Phone Charger,Smart Speaker,Fashion Accessory
Male,43,Single,Medium,Birthday,Practical,6-12 months,Music,Flowers,Disliked it,Streaming Sub,Meal Kit Sub,Gym Membership,Chocolates
Female,23,Engaged,High,Just Because,Romantic,6-12 months,Technology,Fashion Accessory,Disliked it,Phone Charger,Smart Speaker,Processor Chip,Flowers
Female,39,Engaged,High,Just Because,Romantic,3-5 years,Sports,Flowers,Loved it,Phone Charger,Smart Speaker,Processor Chip,Tech Gadget
Male,38,Dating,Very High,Anniversary,Romantic,3-5 years,Music,Fashion Accessory,Liked it,Gym Membership,Magazine Sub,Streaming Sub,Personalized Gift
Other,26,Married,High,Valentine's Day,Romantic,<6 months,Technology,Flowers,Loved it,Phone Charger,Smart Speaker,Processor Chip,Subscription Service
Male,59,Dating,Very High,Valentine's Day,Practical,<6 months,Sports,Flowers,Disliked it,Smart Speaker,Processor Chip,Headphones,Personalized Gift
Other,34,Dating,Very High,Anniversary,Adventurous,3-5 years,Sports,Flowers,Disliked it,Phone Charger,Smart Speaker,Processor Chip,Personalized Gift
Male,22,Dating,Medium,Anniversary,Surprise,1-3 years,Cooking,Tech Gadget,Liked it,Magazine Sub,Streaming Sub,Meal Kit Sub,Fashion Accessory
Male,60,Engaged,Very High,Valentine's Day,Practical,<6 months,Sports,Subscription Service,Liked it,Processor Chip,Headphones,Phone Charger,Personalized Gift
Male,40,Engaged,Low,Anniversary,Practical,3-5 years,Music,Tech Gadget,Liked it,Streaming Sub,Meal Kit Sub,Gym Membership,Chocolates
Male,34,Engaged,Low,Birthday,Romantic,5+ years,Music,Flowers,Loved it,Meal Kit Sub,Gym Membership,Magazine Sub,Tech Gadget
Other,24,Dating,Very High,Birthday,Sentimental,6-12 months,Music,Chocolates,Loved it,Meal Kit Sub,Gym Membership,Magazine Sub,Personalized Gift
Female,52,Single,Very High,Anniversary,Romantic,3-5 years,Cooking,Chocolates,Loved it,Magazine Sub,Streaming Sub,Meal Kit Sub,Personalized Gift
Female,56,Married,Low,Birthday,Romantic,6-12 months,Technology,Subscription Service,Loved it,Phone Charger,Smart Speaker,Processor Chip,Flowers
Male,43,Dating,Low,Birthday,Adventurous,3-5 years,Music,Personalized Gift,Disliked it,Magazine Sub,Streaming Sub,Meal Kit Sub,Fashion Accessory
Other,33,Married,Low,Anniversary,Sentimental,3-5 years,Art,Subscription Service,Disliked it,Earrings,Necklace,Hat,Chocolates
Female,21,Dating,Low,Anniversary,Sentimental,1-3 years,Sports,Fashion Accessory,Liked it,Smart Speaker,Processor Chip,Headphones,Personalized Gift
Other,29,Engaged,Very High,Just Because,Sentimental,1-3 years,Sports,Fashion Accessory,Disliked it,Headphones,Phone Charger,Smart Speaker,Personalized Gift
Female,24,Single,Low,Just Because,Romantic,3-5 years,Music,Chocolates,Loved it,Magazine Sub,Streaming Sub,Meal Kit Sub,Flowers
Female,57,Married,High,Anniversary,Adventurous,3-5 years,Technology,Subscription Service,Disliked it,Phone Charger,Smart Speaker,Processor Chip,Fashion Accessory
Other,40,Single,Very High,Birthday,Romantic,3-5 years,Cooking,Fashion Accessory,Loved it,Streaming Sub,Meal Kit Sub,Gym Membership,Personalized Gift
Female,24,Married,Very High,Just Because,Romantic,3-5 years,Art,Fashion Accessory,Liked it,Earrings,Necklace,Hat,Personalized Gift
Female,37,Married,Medium,Just Because,Practical,<6 months,Music,Tech Gadget,Loved it,Meal Kit Sub,Gym Membership,Magazine Sub,Chocolates
Female,25,Dating,Medium,Just Because,Adventurous,1-3 years,Fashion,Subscription Service,Liked it,Hat,Handbag,Earrings,Fashion Accessory
Female,35,Single,Medium,Anniversary,Surprise,<6 months,Sports,Personalized Gift,Disliked it,Headphones,Phone Charger,Smart Speaker,Fashion Accessory
Male,49,Married,Very High,Valentine's Day,Sentimental,<6 months,Art,Tech Gadget,Loved it,Earrings,Necklace,Hat,Personalized Gift
Female,58,Engaged,Very High,Anniversary,Adventurous,3-5 years,Technology,Subscription Service,Loved it,Phone Charger,Smart Speaker,Processor Chip,Personalized Gift
Other,34,Single,Low,Just Because,Surprise,1-3 years,Art,Fashion Accessory,Liked it,Earrings,Necklace,Hat,Subscription Service
Male,52,Dating,Medium,Birthday,Surprise,1-3 years,Sports,Personalized Gift,Disliked it,Headphones,Phone Charger,Smart Speaker,Fashion Accessory
Male,37,Single,Very High,Anniversary,Sentimental,3-5 years,Fashion,Chocolates,Loved it,Handbag,Earrings,Necklace,Personalized Gift
Male,28,Engaged,Medium,Just Because,Romantic,<6 months,Fashion,Personalized Gift,Loved it,Hat,Handbag,Earrings,Flowers
Male,56,Engaged,High,Birthday,Surprise,6-12 months,Technology,Fashion Accessory,Liked it,Smart Speaker,Processor Chip,Headphones,Tech Gadget
Female,29,Dating,Very High,Just Because,Romantic,1-3 years,Cooking,Personalized Gift,Loved it,Gym Membership,Magazine Sub,Streaming Sub,Subscription Service
Male,42,Engaged,Low,Anniversary,Surprise,5+ years,Fashion,Subscription Service,Loved it,Handbag,Earrings,Necklace,Fashion Accessory
Female,57,Married,High,Just Because,Surprise,6-12 months,Art,Tech Gadget,Loved it,Earrings,Necklace,Hat,Fashion Accessory
Male,59,Dating,High,Anniversary,Romantic,5+ years,Cooking,Flowers,Loved it,Streaming Sub,Meal Kit Sub,Gym Membership,Tech Gadget
Female,45,Dating,Medium,Anniversary,Adventurous,6-12 months,Technology,Fashion Accessory,Loved it,Processor Chip,Headphones,Phone Charger,Personalized Gift
Male,56,Married,Low,Just Because,Adventurous,5+ years,Technology,Subscription Service,Liked it,Phone Charger,Smart Speaker,Processor Chip,Tech Gadget
Female,38,Single,Very High,Valentine's Day,Sentimental,1-3 years,Cooking,Personalized Gift,Disliked it,Meal Kit Sub,Gym Membership,Magazine Sub,Subscription Service
Other,24,Dating,High,Just Because,Practical,3-5 years,Art,Fashion Accessory,Liked it,Earrings,Necklace,Hat,Subscription Service
Male,60,Dating,Very High,Valentine's Day,Surprise,<6 months,Music,Tech Gadget,Liked it,Gym Membership,Magazine Sub,Streaming Sub,Personalized Gift
Other,60,Married,Low,Anniversary,Romantic,1-3 years,Sports,Tech Gadget,Loved it,Headphones,Phone Charger,Smart Speaker,Subscription Service
Other,33,Engaged,Very High,Anniversary,Adventurous,<6 months,Fashion,Flowers,Disliked it,Handbag,Earrings,Necklace,Personalized Gift
Other,40,Single,Very High,Birthday,Romantic,3-5 years,Cooking,Fashion Accessory,Loved it,Streaming Sub,Meal Kit Sub,Gym Membership,Personalized Gift
Male,59,Engaged,Low,Just Because,Romantic,<6 months,Music,Tech Gadget,Loved it,Streaming Sub,Meal Kit Sub,Gym Membership,Flowers
Male,60,Dating,High,Anniversary,Sentimental,6-12 months,Fashion,Personalized Gift,Loved it,Handbag,Earrings,Necklace,Fashion Accessory
Other,37,Married,Very High,Birthday,Surprise,6-12 months,Cooking,Flowers,Loved it,Magazine Sub,Streaming Sub,Meal Kit Sub,Personalized Gift
Male,43,Single,Medium,Anniversary,Adventurous,1-3 years,Sports,Subscription Service,Disliked it,Smart Speaker,Processor Chip,Headphones,Fashion Accessory
Female,33,Single,Medium,Birthday,Sentimental,1-3 years,Cooking,Personalized Gift,Disliked it,Gym Membership,Magazine Sub,Streaming Sub,Fashion Accessory
Other,27,Engaged,Medium,Valentine's Day,Romantic,5+ years,Sports,Flowers,Loved it,Phone Charger,Smart Speaker,Processor Chip,Subscription Service
Other,60,Dating,High,Valentine's Day,Practical,5+ years,Music,Tech Gadget,Liked it,Gym Membership,Magazine Sub,Streaming Sub,Subscription Service
Female,32,Married,Low,Anniversary,Adventurous,1-3 years,Cooking,Flowers,Loved it,Magazine Sub,Streaming Sub,Meal Kit Sub,Fashion Accessory
Male,47,Engaged,Low,Just Because,Sentimental,1-3 years,Fashion,Flowers,Loved it,Hat,Handbag,Earrings,Fashion Accessory
Other,42,Married,Low,Just Because,Practical,5+ years,Sports,Personalized Gift,Liked it,Phone Charger,Smart Speaker,Processor Chip,Subscription Service
Male,40,Engaged,Medium,Just Because,Adventurous,5+ years,Technology,Subscription Service,Loved it,Headphones,Phone Charger,Smart Speaker,Tech Gadget
Female,45,Dating,High,Valentine's Day,Romantic,5+ years,Cooking,Fashion Accessory,Disliked it,Gym Membership,Magazine Sub,Streaming Sub,Flowers
Male,45,Single,Low,Valentine's Day,Practical,6-12 months,Sports,Chocolates,Loved it,Phone Charger,Smart Speaker,Processor Chip,Flowers
Male,29,Dating,High,Just Because,Adventurous,3-5 years,Technology,Chocolates,Disliked it,Smart Speaker,Processor Chip,Headphones,Tech Gadget
Female,23,Engaged,High,Valentine's Day,Surprise,3-5 years,Fashion,Fashion Accessory,Disliked it,Earrings,Necklace,Hat,Fashion Accessory
Male,25,Married,Very High,Anniversary,Romantic,5+ years,Fashion,Fashion Accessory,Liked it,Necklace,Hat,Handbag,Personalized Gift
Female,30,Dating,Medium,Birthday,Adventurous,<6 months,Art,Fashion Accessory,Disliked it,Necklace,Hat,Handbag,Fashion Accessory
Male,24,Engaged,Low,Birthday,Adventurous,5+ years,Music,Fashion Accessory,Liked it,Magazine Sub,Streaming Sub,Meal Kit Sub,Personalized Gift
Female,50,Single,Medium,Just Because,Romantic,3-5 years,Cooking,Personalized Gift,Disliked it,Streaming Sub,Meal Kit Sub,Gym Membership,Flowers
Male,51,Married,Medium,Birthday,Practical,6-12 months,Fashion,Fashion Accessory,Liked it,Earrings,Necklace,Hat,Chocolates
Female,27,Dating,High,Just Because,Practical,3-5 years,Art,Subscription Service,Liked it,Necklace,Hat,Handbag,Chocolates
Male,39,Engaged,Medium,Valentine's Day,Practical,5+ years,Music,Chocolates,Disliked it,Streaming Sub,Meal Kit Sub,Gym Membership,Flowers
Female,27,Married,Very High,Birthday,Sentimental,1-3 years,Cooking,Subscription Service,Loved it,Meal Kit Sub,Gym Membership,Magazine Sub,Personalized Gift
Male,41,Engaged,Low,Birthday,Sentimental,1-3 years,Music,Chocolates,Loved it,Magazine Sub,Streaming Sub,Meal Kit Sub,Fashion Accessory
Other,44,Married,Medium,Valentine's Day,Practical,6-12 months,Cooking,Chocolates,Loved it,Gym Membership,Magazine Sub,Streaming Sub,Subscription Service
Male,51,Dating,Very High,Valentine's Day,Romantic,5+ years,Sports,Chocolates,Loved it,Processor Chip,Headphones,Phone Charger,Personalized Gift
Male,44,Dating,High,Just Because,Sentimental,3-5 years,Art,Chocolates,Loved it,Handbag,Earrings,Necklace,Fashion Accessory
Female,60,Single,Very High,Birthday,Adventurous,5+ years,Cooking,Personalized Gift,Loved it,Streaming Sub,Meal Kit Sub,Gym Membership,Personalized Gift
Male,50,Married,Low,Just Because,Adventurous,<6 months,Art,Chocolates,Liked it,Earrings,Necklace,Hat,Fashion Accessory
Other,28,Engaged,Very High,Just Because,Practical,<6 months,Sports,Chocolates,Loved it,Headphones,Phone Charger,Smart Speaker,Personalized Gift
Male,59,Engaged,Very High,Anniversary,Sentimental,3-5 years,Music,Chocolates,Loved it,Gym Membership,Magazine Sub,Streaming Sub,Personalized Gift
Other,27,Single,High,Birthday,Sentimental,6-12 months,Art,Chocolates,Loved it,Earrings,Necklace,Hat,Subscription Service
Other,54,Single,High,Valentine's Day,Sentimental,5+ years,Art,Personalized Gift,Disliked it,Handbag,Earrings,Necklace,Subscription Service
Male,56,Single,High,Birthday,Surprise,<6 months,Technology,Personalized Gift,Disliked it,Processor Chip,Headphones,Phone Charger,Tech Gadget
Other,59,Single,Very High,Valentine's Day,Surprise,1-3 years,Fashion,Subscription Service,Liked it,Necklace,Hat,Handbag,Personalized Gift
Other,21,Married,Medium,Birthday,Practical,1-3 years,Sports,Fashion Accessory,Loved it,Phone Charger,Smart Speaker,Processor Chip,Subscription Service
Female,32,Single,Low,Anniversary,Surprise,1-3 years,Art,Subscription Service,Loved it,Necklace,Hat,Handbag,Fashion Accessory
Male,45,Engaged,Very High,Just Because,Sentimental,5+ years,Music,Fashion Accessory,Disliked it,Streaming Sub,Meal Kit Sub,Gym Membership,Personalized Gift
Other,58,Married,Low,Valentine's Day,Sentimental,3-5 years,Sports,Flowers,Loved it,Phone Charger,Smart Speaker,Processor Chip,Subscription Service
Male,23,Engaged,Medium,Anniversary,Practical,1-3 years,Technology,Flowers,Loved it,Processor Chip,Headphones,Phone Charger,Tech Gadget
Male,51,Single,Low,Anniversary,Surprise,6-12 months,Art,Flowers,Loved it,Handbag,Earrings,Necklace,Fashion Accessory
Male,21,Engaged,Very High,Anniversary,Sentimental,<6 months,Music,Tech Gadget,Disliked it,Streaming Sub,Meal Kit Sub,Gym Membership,Personalized Gift
Other,51,Dating,Medium,Valentine's Day,Romantic,1-3 years,Cooking,Flowers,Loved it,Streaming Sub,Meal Kit Sub,Gym Membership,Subscription Service
Other,34,Dating,Very High,Anniversary,Adventurous,3-5 years,Sports,Flowers,Disliked it,Phone Charger,Smart Speaker,Processor Chip,Personalized Gift
Female,29,Dating,Medium,Birthday,Sentimental,6-12 months,Sports,Flowers,Loved it,Phone Charger,Smart Speaker,Processor Chip,Fashion Accessory
Other,46,Engaged,Low,Valentine's Day,Practical,1-3 years,Art,Chocolates,Liked it,Hat,Handbag,Earrings,Subscription Service
Female,59,Married,High,Just Because,Surprise,5+ years,Art,Subscription Service,Disliked it,Handbag,Earrings,Necklace,Fashion Accessory
Male,41,Engaged,Low,Birthday,Sentimental,1-3 years,Music,Chocolates,Loved it,Magazine Sub,Streaming Sub,Meal Kit Sub,Fashion Accessory
Female,31,Married,High,Just Because,Surprise,3-5 years,Sports,Chocolates,Liked it,Processor Chip,Headphones,Phone Charger,Fashion Accessory
Female,25,Single,Medium,Birthday,Practical,1-3 years,Fashion,Flowers,Disliked it,Earrings,Necklace,Hat,Chocolates
Female,27,Dating,Low,Birthday,Practical,5+ years,Sports,Flowers,Loved it,Processor Chip,Headphones,Phone Charger,Chocolates
Male,26,Married,Very High,Birthday,Sentimental,<6 months,Fashion,Flowers,Loved it,Handbag,Earrings,Necklace,Personalized Gift
Male,27,Engaged,Very High,Just Because,Practical,5+ years,Sports,Fashion Accessory,Liked it,Headphones,Phone Charger,Smart Speaker,Personalized Gift
Other,59,Engaged,Medium,Just Because,Practical,6-12 months,Cooking,Flowers,Loved it,Gym Membership,Magazine Sub,Streaming Sub,Subscription Service
Other,49,Single,Medium,Just Because,Adventurous,1-3 years,Art,Subscription Service,Loved it,Hat,Handbag,Earrings,Chocolates
Female,42,Engaged,Medium,Valentine's Day,Adventurous,3-5 years,Sports,Fashion Accessory,Disliked it,Phone Charger,Smart Speaker,Processor Chip,Personalized Gift
Female,29,Dating,Medium,Birthday,Sentimental,6-12 months,Sports,Flowers,Loved it,Phone Charger,Smart Speaker,Processor Chip,Fashion Accessory
Other,59,Dating,Very High,Anniversary,Sentimental,3-5 years,Cooking,Chocolates,Loved it,Streaming Sub,Meal Kit Sub,Gym Membership,Personalized Gift
Male,56,Single,High,Birthday,Surprise,<6 months,Technology,Personalized Gift,Disliked it,Processor Chip,Headphones,Phone Charger,Tech Gadget
Female,20,Married,High,Anniversary,Sentimental,3-5 years,Fashion,Fashion Accessory,Disliked it,Earrings,Necklace,Hat,Personalized Gift
Other,45,Single,Medium,Birthday,Adventurous,<6 months,Art,Tech Gadget,Disliked it,Necklace,Hat,Handbag,Subscription Service
Male,23,Engaged,Low,Just Because,Sentimental,6-12 months,Sports,Subscription Service,Disliked it,Smart Speaker,Processor Chip,Headphones,Fashion Accessory
Other,23,Engaged,Medium,Birthday,Adventurous,3-5 years,Technology,Flowers,Liked it,Processor Chip,Headphones,Phone Charger,Subscription Service
Female,23,Engaged,High,Just Because,Romantic,6-12 months,Technology,Fashion Accessory,Disliked it,Phone Charger,Smart Speaker,Processor Chip,Flowers
Female,35,Married,Medium,Anniversary,Romantic,6-12 months,Fashion,Chocolates,Loved it,Handbag,Earrings,Necklace,Flowers
Female,40,Single,Very High,Just Because,Romantic,3-5 years,Cooking,Chocolates,Loved it,Streaming Sub,Meal Kit Sub,Gym Membership,Personalized Gift
Other,60,Married,Very High,Birthday,Sentimental,3-5 years,Art,Fashion Accessory,Loved it,Handbag,Earrings,Necklace,Personalized Gift
Other,48,Single,High,Birthday,Sentimental,1-3 years,Music,Flowers,Loved it,Gym Membership,Magazine Sub,Streaming Sub,Subscription Service
Female,28,Single,Medium,Birthday,Adventurous,1-3 years,Cooking,Flowers,Loved it,Meal Kit Sub,Gym Membership,Magazine Sub,Fashion Accessory
Female,50,Dating,Low,Birthday,Adventurous,3-5 years,Technology,Personalized Gift,Liked it,Headphones,Phone Charger,Smart Speaker,Fashion Accessory
Male,29,Engaged,High,Anniversary,Surprise,1-3 years,Technology,Fashion Accessory,Loved it,Phone Charger,Smart Speaker,Processor Chip,Tech Gadget
Other,27,Married,High,Anniversary,Adventurous,1-3 years,Cooking,Tech Gadget,Loved it,Meal Kit Sub,Gym Membership,Magazine Sub,Subscription Service
Other,38,Single,Very High,Valentine's Day,Surprise,1-3 years,Technology,Fashion Accessory,Liked it,Phone Charger,Smart Speaker,Processor Chip,Personalized Gift
Female,20,Dating,Very High,Valentine's Day,Sentimental,1-3 years,Art,Subscription Service,Loved it,Handbag,Earrings,Necklace,Personalized Gift
Female,30,Married,High,Just Because,Romantic,3-5 years,Cooking,Tech Gadget,Loved it,Streaming Sub,Meal Kit Sub,Gym Membership,Flowers
Male,36,Engaged,High,Birthday,Adventurous,6-12 months,Art,Subscription Service,Liked it,Hat,Handbag,Earrings,Fashion Accessory
